Time,Weight (N)
2024-03-05 15:04:22,72.0
2024-03-05 15:04:22,90.3
2024-03-05 15:04:23,105.8
2024-03-05 15:04:23,124.4
2024-03-05 15:04:24,140.0
2024-03-05 15:04:24,158.7
2024-03-05 15:04:25,173.8
2024-03-05 15:04:25,192.7
2024-03-05 15:04:26,208.4
2024-03-05 15:04:26,227.3
2024-03-05 15:04:27,243.3
2024-03-05 15:04:27,262.1
2024-03-05 15:04:28,278.0
2024-03-05 15:04:28,297.1
2024-03-05 15:04:29,313.3
2024-03-05 15:04:29,332.7
2024-03-05 15:04:30,348.4
2024-03-05 15:04:30,367.9
2024-03-05 15:04:31,384.2
2024-03-05 15:04:31,403.3
2024-03-05 15:04:32,419.6
2024-03-05 15:04:32,438.8
2024-03-05 15:04:33,452.9
2024-03-05 15:04:33,431.8
2024-03-05 15:04:34,415.0
2024-03-05 15:04:34,395.3
2024-03-05 15:04:35,379.0
2024-03-05 15:04:35,359.2
2024-03-05 15:04:36,339.5
2024-03-05 15:04:36,323.1
2024-03-05 15:04:37,303.7
2024-03-05 15:04:37,287.2
2024-03-05 15:04:38,267.7
2024-03-05 15:04:38,251.7
2024-03-05 15:04:39,232.2
2024-03-05 15:04:39,216.2
2024-03-05 15:04:40,197.1
2024-03-05 15:04:40,181.4
2024-03-05 15:04:41,162.6
2024-03-05 15:04:41,146.9
2024-03-05 15:04:42,128.4
2024-03-05 15:04:42,112.7
2024-03-05 15:04:43,94.3
2024-03-05 15:04:43,79.2
2024-03-05 15:04:44,61.0
2024-03-05 15:04:44,46.1
2024-03-05 15:04:45,28.7
2024-03-05 15:04:45,14.9
2024-03-05 15:04:46,2.4
2024-03-05 15:04:46,3.0
2024-03-05 15:04:47,3.3
2024-03-05 15:04:47,3.5
2024-03-05 15:04:48,3.6
2024-03-05 15:04:48,3.6
2024-03-05 15:04:49,3.7
2024-03-05 15:04:49,3.8
2024-03-05 15:04:50,3.8
2024-03-05 15:04:50,3.9
2024-03-05 15:04:51,3.9
2024-03-05 15:04:51,3.9
2024-03-05 15:04:52,3.9
2024-03-05 15:04:52,4.0
2024-03-05 15:04:53,4.0
2024-03-05 15:04:53,4.0
2024-03-05 15:04:54,4.1
2024-03-05 15:04:54,4.1
2024-03-05 15:04:55,4.1
2024-03-05 15:04:55,4.1
2024-03-05 15:04:56,4.1
2024-03-05 15:04:56,4.2
2024-03-05 15:04:57,4.2
2024-03-05 15:04:57,4.2
2024-03-05 15:04:58,4.2
2024-03-05 15:04:58,4.2
2024-03-05 15:04:59,4.2
2024-03-05 15:04:59,4.2
2024-03-05 15:05:00,4.2
2024-03-05 15:05:00,4.3
2024-03-05 15:05:01,4.3
2024-03-05 15:05:01,4.3
